original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html,Unnamed: 0,original_es_r,replication_es_r
http://doi.org/10.1016/j.jesp.2005.05.001,http://doi.org/10.1016/j.jesp.2020.104066,Presnting participants subliminally with a low or high anchor value (10 or 90) results in a significant anchor effect when they are asked to estimate the probability of an epidemic. ,failure,Margreet Reitsma-Van Rooijen; Dancker D. L. Daamen,Subliminal anchoring: The effects of subliminally presented numbers on probability estimates,Journal of Experimental Social Psychology,42.0,3,380-387,2006.0,Lukas Röseler; Astrid Schütz; Pia A. Blank; Marieluisa Dück; Sabine Fels; Jana Kupfer; Linda Scheelje; Christian Seida,"Evidence against subliminal anchoring: Two close, highly powered, preregistered, and failed replication attempts",Journal of Experimental Social Psychology,92.0,,104066,2021.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1016/j.jesp.2020.104066"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Röseler L. <i>et al.</i> <i>Journal of Experimental Social Psychology</i> 2021</a>","<a href=""https://doi.org/10.1016/j.jesp.2005.05.001"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Rooijen M. <i>et al.</i> <i>Journal of Experimental Social Psychology</i> 2006</a>",509.0,,
http://doi.org/10.1163/156853706776931222,http://doi.org/10.1007/s13164-018-0400-9,ReplicationSUCCESS marked as YES,success,Joshua Knobe; Arudra Burra,The Folk Concepts of Intention and Intentional Action: A Cross-Cultural Study,Journal of Cognition and Culture,6.0,1-2,113-132,2006.0,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12.0,1,9-44,2021.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1163/156853706776931222"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Knobe J. <i>et al.</i> <i>Journal of Cognition and Culture</i> 2006</a>",510.0,,
http://doi.org/10.1163/156853706776931385,http://doi.org/10.1007/s13164-018-0400-9,"We succeeded in replicating the original results (
p
 < .01), though the effect size was lower
than the effect size in the original study (.44 against .75).",success,Shaun Nichols,Folk Intuitions on Free Will,Journal of Cognition and Culture,6.0,1-2,57-86,2006.0,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12.0,1,9-44,2021.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1163/156853706776931385"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Nichols S. <i>et al.</i> <i>Journal of Cognition and Culture</i> 2006</a>",511.0,,
http://doi.org/10.1037/0022-3514.90.2.197,http://doi.org/10.5334/irsp.571,,inconclusive,Emily Pronin; Lee Ross,Temporal differences in trait self-ascription: When the self is seen as an other.,Journal of Personality and Social Psychology,90.0,2,197-209,2006.0,Nadia Adelina; Gilad Feldman,Are Past and Future Selves Perceived Differently from Present Self? Replication and Extension of Pronin and Ross (2006) Temporal Differences in Trait Self-Ascription,International Review of Social Psychology,34.0,1,29,2021.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Applied Psychology,"<a href=""https://doi.org/10.5334/irsp.571"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Adelina N. <i>et al.</i> <i>International Review of Social Psychology</i> 2021</a>","<a href=""https://doi.org/10.1037/0022-3514.90.2.197"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Pronin E. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2006</a>",512.0,,
http://doi.org/10.1016/j.jml.2006.02.004,http://doi.org/10.1098/rsos.231240,,success,Lara L. Jones; Zachary Estes,"Roosters, robins, and alarm clocks: Aptness and conventionality in metaphor comprehension",Journal of Memory and Language,55.0,1,18-32,2006.0,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Experimental and Cognitive Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1016/j.jml.2006.02.004"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Jones L. <i>et al.</i> <i>Journal of Memory and Language</i> 2006</a>",513.0,,
http://doi.org/10.1126/science.1132491,http://doi.org/10.1098/rsos.231240,,inconclusive,Kathleen D. Vohs; Nicole L. Mead; Miranda R. Goode,The Psychological Consequences of Money,Science,314.0,5802,1154-1156,2006.0,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Social Sciences,Safety Research,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1126/science.1132491"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vohs K. <i>et al.</i> <i>Science</i> 2006</a>",514.0,,
http://doi.org/10.1016/j.obhdp.2006.10.001,http://doi.org/10.1177/2515245918810225,,failure,Steffen R. Giessner; Thomas W. Schubert,High in the hierarchy: How vertical location and judgments of leaders’ power are interrelated,Organizational Behavior and Human Decision Processes,104.0,1,30-44,2007.0,Richard A. Klein; Michelangelo Vianello; Fred Hasselman; Byron G. Adams; Reginald B. Adams; Sinan Alper; Mark Aveyard; Jordan R. Axt; Mayowa T. Babalola; Štěpán Bahník; Rishtee Batra; Mihály Berkics; Michael J. Bernstein; Daniel R. Berry; Olga Bialobrzeska; Evans Dami Binan; Konrad Bocian; Mark J. Brandt; Robert Busching; Anna Cabak Rédei; Huajian Cai; Fanny Cambier; Katarzyna Cantarero; Cheryl L. Carmichael; Francisco Ceric; Jesse Chandler; Jen-Ho Chang; Armand Chatard; Eva E. Chen; Winnee Cheong; David C. Cicero; Sharon Coen; Jennifer A. Coleman; Brian Collisson; Morgan A. Conway; Katherine S. Corker; Paul G. Curran; Fiery Cushman; Zubairu K. Dagona; Ilker Dalgar; Anna Dalla Rosa; William E. Davis; Maaike de Bruijn; Leander de Schutter; Thierry Devos; Marieke de Vries; Canay Doğulu; Nerisa Dozo; Kristin Nicole Dukes; Yarrow Dunham; Kevin Durrheim; Charles R. Ebersole; John E. Edlund; Anja Eller; Alexander Scott English; Carolyn Finck; Natalia Frankowska; Miguel-Ángel Freyre; Mike Friedman; Elisa Maria Galliani; Joshua C. Gandi; Tanuka Ghoshal; Steffen R. Giessner; Tripat Gill; Timo Gnambs; Ángel Gómez; Roberto González; Jesse Graham; Jon E. Grahe; Ivan Grahek; Eva G. T. Green; Kakul Hai; Matthew Haigh; Elizabeth L. Haines; Michael P. Hall; Marie E. Heffernan; Joshua A. Hicks; Petr Houdek; Jeffrey R. Huntsinger; Ho Phi Huynh; Hans Ijzerman; Yoel Inbar; Åse H. Innes-Ker; William Jiménez-Leal; Melissa-Sue John; Jennifer A. Joy-Gaba; Roza G. Kamiloğlu; Heather Barry Kappes; Serdar Karabati; Haruna Karick; Victor N. Keller; Anna Kende; Nicolas Kervyn; Goran Knežević; Carrie Kovacs; Lacy E. Krueger; German Kurapov; Jamie Kurtz; Daniël Lakens; Ljiljana B. Lazarević; Carmel A. Levitan; Neil A. Lewis; Samuel Lins; Nikolette P. Lipsey; Joy E. Losee; Esther Maassen; Angela T. Maitner; Winfrida Malingumu; Robyn K. Mallett; Satia A. Marotta; Janko Međedović; Fernando Mena-Pacheco; Taciano L. Milfont; Wendy L. Morris; Sean C. Murphy; Andriy Myachykov; Nick Neave; Koen Neijenhuijs; Anthony J. Nelson; Félix Neto; Austin Lee Nichols; Aaron Ocampo; Susan L. O’Donnell; Haruka Oikawa; Masanori Oikawa; Elsie Ong; Gábor Orosz; Malgorzata Osowiecka; Grant Packard; Rolando Pérez-Sánchez; Boban Petrović; Ronaldo Pilati; Brad Pinter; Lysandra Podesta; Gabrielle Pogge; Monique M. H. Pollmann; Abraham M. Rutchick; Patricio Saavedra; Alexander K. Saeri; Erika Salomon; Kathleen Schmidt; Felix D. Schönbrodt; Maciej B. Sekerdej; David Sirlopú; Jeanine L. M. Skorinko; Michael A. Smith; Vanessa Smith-Castro; Karin C. H. J. Smolders; Agata Sobkow; Walter Sowden; Philipp Spachtholz; Manini Srivastava; Troy G. Steiner; Jeroen Stouten; Chris N. H. Street; Oskar K. Sundfelt; Stephanie Szeto; Ewa Szumowska; Andrew C. W. Tang; Norbert Tanzer; Morgan J. Tear; Jordan Theriault; Manuela Thomae; David Torres; Jakub Traczyk; Joshua M. Tybur; Adrienn Ujhelyi; Robbie C. M. van Aert; Marcel A. L. M. van Assen; Marije van der Hulst; Paul A. M. van Lange; Anna Elisabeth van ’T Veer; Alejandro Vásquez- Echeverría; Leigh Ann Vaughn; Alexandra Vázquez; Luis Diego Vega; Catherine Verniers; Mark Verschoor; Ingrid P. J. Voermans; Marek A. Vranka; Cheryl Welch; Aaron L. Wichman; Lisa A. Williams; Michael Wood; Julie A. Woodzicka; Marta K. Wronska; Liane Young; John M. Zelenski; Zeng Zhijia; Brian A. Nosek,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,1.0,4,443-490,2018.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1177/2515245918810225"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2018</a>","<a href=""https://doi.org/10.1016/j.obhdp.2006.10.001"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Giessner S. <i>et al.</i> <i>Organizational Behavior and Human Decision Processes</i> 2007</a>",515.0,,
http://doi.org/10.1037/0096-3445.136.4.569,http://doi.org/10.1177/2515245918810225,,failure,Adam L. Alter; Daniel M. Oppenheimer; Nicholas Epley; Rebecca N. Eyre,Overcoming intuition: Metacognitive difficulty activates analytic reasoning.,Journal of Experimental Psychology: General,136.0,4,569-576,2007.0,Richard A. Klein; Michelangelo Vianello; Fred Hasselman; Byron G. Adams; Reginald B. Adams; Sinan Alper; Mark Aveyard; Jordan R. Axt; Mayowa T. Babalola; Štěpán Bahník; Rishtee Batra; Mihály Berkics; Michael J. Bernstein; Daniel R. Berry; Olga Bialobrzeska; Evans Dami Binan; Konrad Bocian; Mark J. Brandt; Robert Busching; Anna Cabak Rédei; Huajian Cai; Fanny Cambier; Katarzyna Cantarero; Cheryl L. Carmichael; Francisco Ceric; Jesse Chandler; Jen-Ho Chang; Armand Chatard; Eva E. Chen; Winnee Cheong; David C. Cicero; Sharon Coen; Jennifer A. Coleman; Brian Collisson; Morgan A. Conway; Katherine S. Corker; Paul G. Curran; Fiery Cushman; Zubairu K. Dagona; Ilker Dalgar; Anna Dalla Rosa; William E. Davis; Maaike de Bruijn; Leander de Schutter; Thierry Devos; Marieke de Vries; Canay Doğulu; Nerisa Dozo; Kristin Nicole Dukes; Yarrow Dunham; Kevin Durrheim; Charles R. Ebersole; John E. Edlund; Anja Eller; Alexander Scott English; Carolyn Finck; Natalia Frankowska; Miguel-Ángel Freyre; Mike Friedman; Elisa Maria Galliani; Joshua C. Gandi; Tanuka Ghoshal; Steffen R. Giessner; Tripat Gill; Timo Gnambs; Ángel Gómez; Roberto González; Jesse Graham; Jon E. Grahe; Ivan Grahek; Eva G. T. Green; Kakul Hai; Matthew Haigh; Elizabeth L. Haines; Michael P. Hall; Marie E. Heffernan; Joshua A. Hicks; Petr Houdek; Jeffrey R. Huntsinger; Ho Phi Huynh; Hans Ijzerman; Yoel Inbar; Åse H. Innes-Ker; William Jiménez-Leal; Melissa-Sue John; Jennifer A. Joy-Gaba; Roza G. Kamiloğlu; Heather Barry Kappes; Serdar Karabati; Haruna Karick; Victor N. Keller; Anna Kende; Nicolas Kervyn; Goran Knežević; Carrie Kovacs; Lacy E. Krueger; German Kurapov; Jamie Kurtz; Daniël Lakens; Ljiljana B. Lazarević; Carmel A. Levitan; Neil A. Lewis; Samuel Lins; Nikolette P. Lipsey; Joy E. Losee; Esther Maassen; Angela T. Maitner; Winfrida Malingumu; Robyn K. Mallett; Satia A. Marotta; Janko Međedović; Fernando Mena-Pacheco; Taciano L. Milfont; Wendy L. Morris; Sean C. Murphy; Andriy Myachykov; Nick Neave; Koen Neijenhuijs; Anthony J. Nelson; Félix Neto; Austin Lee Nichols; Aaron Ocampo; Susan L. O’Donnell; Haruka Oikawa; Masanori Oikawa; Elsie Ong; Gábor Orosz; Malgorzata Osowiecka; Grant Packard; Rolando Pérez-Sánchez; Boban Petrović; Ronaldo Pilati; Brad Pinter; Lysandra Podesta; Gabrielle Pogge; Monique M. H. Pollmann; Abraham M. Rutchick; Patricio Saavedra; Alexander K. Saeri; Erika Salomon; Kathleen Schmidt; Felix D. Schönbrodt; Maciej B. Sekerdej; David Sirlopú; Jeanine L. M. Skorinko; Michael A. Smith; Vanessa Smith-Castro; Karin C. H. J. Smolders; Agata Sobkow; Walter Sowden; Philipp Spachtholz; Manini Srivastava; Troy G. Steiner; Jeroen Stouten; Chris N. H. Street; Oskar K. Sundfelt; Stephanie Szeto; Ewa Szumowska; Andrew C. W. Tang; Norbert Tanzer; Morgan J. Tear; Jordan Theriault; Manuela Thomae; David Torres; Jakub Traczyk; Joshua M. Tybur; Adrienn Ujhelyi; Robbie C. M. van Aert; Marcel A. L. M. van Assen; Marije van der Hulst; Paul A. M. van Lange; Anna Elisabeth van ’T Veer; Alejandro Vásquez- Echeverría; Leigh Ann Vaughn; Alexandra Vázquez; Luis Diego Vega; Catherine Verniers; Mark Verschoor; Ingrid P. J. Voermans; Marek A. Vranka; Cheryl Welch; Aaron L. Wichman; Lisa A. Williams; Michael Wood; Julie A. Woodzicka; Marta K. Wronska; Liane Young; John M. Zelenski; Zeng Zhijia; Brian A. Nosek,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,1.0,4,443-490,2018.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1177/2515245918810225"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2018</a>","<a href=""https://doi.org/10.1037/0096-3445.136.4.569"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Alter A. <i>et al.</i> <i>Journal of Experimental Psychology: General</i> 2007</a>",516.0,,
http://doi.org/10.1111/j.1468-0017.2006.00297.x,http://doi.org/10.1177/2515245918810225,,inconclusive,Marc Hauser; Fiery Cushman; Liane Young; R. Kang‐Xing Jin; John Mikhail,A Dissociation Between Moral Judgments and Justifications,Mind &amp; Language,22.0,1,1-21,2007.0,Richard A. Klein; Michelangelo Vianello; Fred Hasselman; Byron G. Adams; Reginald B. Adams; Sinan Alper; Mark Aveyard; Jordan R. Axt; Mayowa T. Babalola; Štěpán Bahník; Rishtee Batra; Mihály Berkics; Michael J. Bernstein; Daniel R. Berry; Olga Bialobrzeska; Evans Dami Binan; Konrad Bocian; Mark J. Brandt; Robert Busching; Anna Cabak Rédei; Huajian Cai; Fanny Cambier; Katarzyna Cantarero; Cheryl L. Carmichael; Francisco Ceric; Jesse Chandler; Jen-Ho Chang; Armand Chatard; Eva E. Chen; Winnee Cheong; David C. Cicero; Sharon Coen; Jennifer A. Coleman; Brian Collisson; Morgan A. Conway; Katherine S. Corker; Paul G. Curran; Fiery Cushman; Zubairu K. Dagona; Ilker Dalgar; Anna Dalla Rosa; William E. Davis; Maaike de Bruijn; Leander de Schutter; Thierry Devos; Marieke de Vries; Canay Doğulu; Nerisa Dozo; Kristin Nicole Dukes; Yarrow Dunham; Kevin Durrheim; Charles R. Ebersole; John E. Edlund; Anja Eller; Alexander Scott English; Carolyn Finck; Natalia Frankowska; Miguel-Ángel Freyre; Mike Friedman; Elisa Maria Galliani; Joshua C. Gandi; Tanuka Ghoshal; Steffen R. Giessner; Tripat Gill; Timo Gnambs; Ángel Gómez; Roberto González; Jesse Graham; Jon E. Grahe; Ivan Grahek; Eva G. T. Green; Kakul Hai; Matthew Haigh; Elizabeth L. Haines; Michael P. Hall; Marie E. Heffernan; Joshua A. Hicks; Petr Houdek; Jeffrey R. Huntsinger; Ho Phi Huynh; Hans Ijzerman; Yoel Inbar; Åse H. Innes-Ker; William Jiménez-Leal; Melissa-Sue John; Jennifer A. Joy-Gaba; Roza G. Kamiloğlu; Heather Barry Kappes; Serdar Karabati; Haruna Karick; Victor N. Keller; Anna Kende; Nicolas Kervyn; Goran Knežević; Carrie Kovacs; Lacy E. Krueger; German Kurapov; Jamie Kurtz; Daniël Lakens; Ljiljana B. Lazarević; Carmel A. Levitan; Neil A. Lewis; Samuel Lins; Nikolette P. Lipsey; Joy E. Losee; Esther Maassen; Angela T. Maitner; Winfrida Malingumu; Robyn K. Mallett; Satia A. Marotta; Janko Međedović; Fernando Mena-Pacheco; Taciano L. Milfont; Wendy L. Morris; Sean C. Murphy; Andriy Myachykov; Nick Neave; Koen Neijenhuijs; Anthony J. Nelson; Félix Neto; Austin Lee Nichols; Aaron Ocampo; Susan L. O’Donnell; Haruka Oikawa; Masanori Oikawa; Elsie Ong; Gábor Orosz; Malgorzata Osowiecka; Grant Packard; Rolando Pérez-Sánchez; Boban Petrović; Ronaldo Pilati; Brad Pinter; Lysandra Podesta; Gabrielle Pogge; Monique M. H. Pollmann; Abraham M. Rutchick; Patricio Saavedra; Alexander K. Saeri; Erika Salomon; Kathleen Schmidt; Felix D. Schönbrodt; Maciej B. Sekerdej; David Sirlopú; Jeanine L. M. Skorinko; Michael A. Smith; Vanessa Smith-Castro; Karin C. H. J. Smolders; Agata Sobkow; Walter Sowden; Philipp Spachtholz; Manini Srivastava; Troy G. Steiner; Jeroen Stouten; Chris N. H. Street; Oskar K. Sundfelt; Stephanie Szeto; Ewa Szumowska; Andrew C. W. Tang; Norbert Tanzer; Morgan J. Tear; Jordan Theriault; Manuela Thomae; David Torres; Jakub Traczyk; Joshua M. Tybur; Adrienn Ujhelyi; Robbie C. M. van Aert; Marcel A. L. M. van Assen; Marije van der Hulst; Paul A. M. van Lange; Anna Elisabeth van ’T Veer; Alejandro Vásquez- Echeverría; Leigh Ann Vaughn; Alexandra Vázquez; Luis Diego Vega; Catherine Verniers; Mark Verschoor; Ingrid P. J. Voermans; Marek A. Vranka; Cheryl Welch; Aaron L. Wichman; Lisa A. Williams; Michael Wood; Julie A. Woodzicka; Marta K. Wronska; Liane Young; John M. Zelenski; Zeng Zhijia; Brian A. Nosek,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,1.0,4,443-490,2018.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1177/2515245918810225"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2018</a>","<a href=""https://doi.org/10.1111/j.1468-0017.2006.00297.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hauser M. <i>et al.</i> <i>Mind &amp;amp; Language</i> 2007</a>",517.0,,
http://doi.org/10.1111/j.1467-9280.2007.01944.x,http://doi.org/10.1080/15248372.2018.1544140,,failure,V. Southgate; A. Senju; G. Csibra,Action Anticipation Through Attribution of False Belief by 2-Year-Olds,Psychological Science,18.0,7,587-592,2007.0,Louisa Kulke; Hannes Rakoczy,Testing the Role of Verbal Narration in Implicit Theory of Mind Tasks,Journal of Cognition and Development,20.0,1,1-14,2019.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Developmental and Educational Psychology,"<a href=""https://doi.org/10.1080/15248372.2018.1544140"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Kulke L. <i>et al.</i> <i>Journal of Cognition and Development</i> 2019</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2007.01944.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Southgate V. <i>et al.</i> <i>Psychological Science</i> 2007</a>",518.0,,
http://doi.org/10.1111/j.1475-4975.2007.00150.x,http://doi.org/10.1007/s13164-018-0400-9,,success,Jonathan Livengood; Edouard Machery,The Folk Probably Don't Think What You Think They Think: Experiments on Causation by Absence,Midwest Studies in Philosophy,31.0,1,107-127,2007.0,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12.0,1,9-44,2021.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Developmental and Educational Psychology,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1111/j.1475-4975.2007.00150.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Livengood J. <i>et al.</i> <i>Midwest Studies in Philosophy</i> 2007</a>",519.0,,
http://doi.org/10.1111/j.1475-4975.2007.00158.x,http://doi.org/10.1007/s13164-018-0400-9,,success,Eddy Nahmias; D. Justin Coates; Trevor Kvaran,"Free Will, Moral Responsibility, and Mechanism: Experiments on Folk Intuitions",Midwest Studies in Philosophy,31.0,1,214-242,2007.0,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12.0,1,9-44,2021.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1111/j.1475-4975.2007.00158.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Nahmias E. <i>et al.</i> <i>Midwest Studies in Philosophy</i> 2007</a>",520.0,,
http://doi.org/10.1086/511799,http://doi.org/10.1098/rsos.231240,,inconclusive,Shelley J. Correll; Stephen Benard; In Paik,Getting a Job: Is There a Motherhood Penalty?,American Journal of Sociology,112.0,5,1297-1339,2007.0,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Social Sciences,Gender Studies,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1086/511799"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Correll S. <i>et al.</i> <i>American Journal of Sociology</i> 2007</a>",521.0,,
http://doi.org/10.1111/j.1467-9280.2007.01909.x,http://doi.org/10.1098/rsos.231240,,failure,Susan A.J. Birch; Paul Bloom,The Curse of Knowledge in Reasoning About False Beliefs,Psychological Science,18.0,5,382-386,2007.0,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Developmental and Educational Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2007.01909.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Birch S. <i>et al.</i> <i>Psychological Science</i> 2007</a>",522.0,,
